"Company_Name","Ticker","Sub_Sector","Market_Cap","Close_Price","PE_Ratio","5Y_Historical_Revenue_Growth","1Y_Forward_Revenue_Growth","Total_Revenue","PBT","Taxes_And_Other_Items","DII_Holding_Change_3M","FII_Holding_Change_3M","MF_Holding_Change_3M","Promoter_Holding_Change_3M","Percentage_Buy_Records","No_Of_Analysts_With_Buy_Reco","Percentage Upside"
"Chambal Breweries and Distilleries Ltd","CHMBBRW","Alcoholic Beverages",2.320236065,3.25,-46.4047213,4.240221628,0.0,0.16,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Perfect Infraengineers Ltd","PERFECT","Home Electronics & Appliances",2.318621975,9.25,-1.220327355,-21.7064207,0.0,4.66,-1.67,0.23,0.0,0.0,0.0,0.0,0.0,0,0.0
"Sarthak Global Ltd","SARTHAKGL","Investment Banking & Brokerage",2.295,7.65,-0.555690073,64.55346448,0.0,5.55,-4.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Anna Infrastructures Ltd","ANNAINFRA","Real Estate",2.28,6.0,-45.6,-3.523254478,0.0,0.56,-0.05,0.0,0.0,0.0,0.0,0.544736842,0.0,0,0.0
"Kiran Print Pack Ltd","KIRANPR","Stationery",2.2763195,4.5,56.9079875,14.68396101,0.0,1.23,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Hindusthan Udyog Ltd","ZHINUDYP","Industrial Machinery",2.2678451,3.16,0.063757242,13.87123652,0.0,50.87,35.57,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Rubra Medicaments Ltd","RUBRAME","Pharmaceuticals",2.2638762,4.14,-75.46254,45.33388153,0.0,2.01,-0.02,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Nikki Global Finance Ltd","NIKKIGL","Diversified Financials",2.259176441,6.74,-18.82647034,-61.80390387,0.0,0.02,-0.12,0.0,-0.035090797,0.0,0.0,0.0,0.0,0,0.0
"Richirich Inventures Ltd","RICHIRICH","Diversified Financials",2.254757177,4.47,-37.57928628,-13.79029856,0.0,0.1,-0.06,0.0,4.6006875,0.0,0.0,0.0,0.0,0,0.0
"Motilal Oswal Nifty 200 Momentum 30 ETF","MOMOMENTUM","Equity",2.209998054,40.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Adarsh Mercantile Ltd","ADARSH","Commodities Trading",2.208675,6.01,55.216875,6.061390337,0.0,1.02,-0.14,-0.18,0.0,0.0,0.0,0.0,0.0,0,0.0
"Ahimsa Industries Ltd","AHIMSA","Plastic Products",2.17074,14.3,7.485310345,-17.75475608,0.0,22.5,0.08,-0.21,0.0,0.0,0.0,0.0,0.0,0,0.0
"Vikalp Securities Ltd","VIKALPS","Investment Banking & Brokerage",2.153454415,6.77,-107.6727208,-11.57691676,0.0,0.2,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Brijlaxmi Leasing and Finance Ltd","BRIJLEAS","Investment Banking & Brokerage",2.13960215,3.97,35.66003584,22.50065133,0.0,0.8,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0,0.0
"Yuranus Infrastructure Ltd","YURANUS","Diversified Financials",2.102341189,6.01,70.07803962,11.62884155,0.0,0.52,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0
"Pagaria Energy Ltd","WOMENNET","Commodities Trading",2.099733236,5.07,-52.49333091,-35.98180717,0.0,0.2,-0.04,0.0,0.002299025,0.0,0.0,0.0,0.0,0,0.0
"Desh Rakshak Aushdhalaya Ltd","DESHRAK","Pharmaceuticals",2.099327252,4.73,4.373598442,4.024295068,0.0,6.2,0.57,0.09,0.0,0.0,0.0,0.0,0.0,0,0.0
"Brilliant Portfolios Ltd","BRIPORT","Investment Banking & Brokerage",2.062697,6.65,6.25059697,18.67087519,0.0,2.33,0.43,0.1,0.0,0.0,0.0,0.0,0.0,0,0.0
"Mahasagar Travels Ltd","MHSGRMS","Tour & Travel Services",2.028783,2.58,-1.186422807,-3.835139111,0.0,45.75,-1.71,0.0,0.002543397,0.0,0.0,0.0,0.0,0,0.0
"Mudra Financial Services Ltd","MUDRA","Diversified Financials",2.02404,4.04,6.52916129,3.713728934,0.0,0.78,0.44,0.13,0.0,0.0,0.0,0.0,0.0,0,0.0
"MaxAlert Systems Ltd","MASL","Building Products - Granite",2.02389,2.2,-0.106745253,-18.60573149,0.0,4.88,-18.96,0.0,0.013044187,0.0,0.0,0.0,0.0,0,0.0
"Ganesh Holdings Ltd","GANHOLD","Investment Banking & Brokerage",2.0088,49.6,-15.45230769,-16.74467926,0.0,0.02,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Cinerad Communications Ltd","CINERAD","Advertising",1.990502834,3.83,-28.43575477,-5.591248871,0.0,0.06,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Id Info Business Services Ltd","IDINFO","IT Services & Consulting",1.98125,15.85,18.01136364,39.76542375,0.0,0.32,0.13,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0
"Sagar Systech Ltd","SAGARSYST","Software Services",1.976,61.75,21.95555556,35.09600385,0.0,0.27,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"GSL Securities Ltd","GSLSEC","Diversified Financials",1.971663218,6.37,-17.92421108,23.51723745,0.0,0.23,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Powerful Technologies Ltd","POWERFUL","Power Transmission & Distribution",1.95423462,1.95,-0.236876924,-80.51566422,0.0,0.01,-8.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Wellness Noni Ltd","WELLNESS","FMCG - Foods",1.9456,5.78,-0.74259542,22.48101352,0.0,2.15,-2.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Aryan Share & Stock Brokers Ltd","ARYAN","Investment Banking & Brokerage",1.884,6.28,4.595121951,-20.04872672,0.0,1.31,0.55,0.14,0.0,0.0,0.0,0.0,0.0,0,0.0
"Goldcoin Health Foods Ltd","GOLDCOINHF","Packaged Foods & Meats",1.862532271,6.6,-1.693211156,-44.50558472,0.0,0.1,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Charms Industries Ltd","CHARMS","Consumer Finance",1.8518511,4.51,-30.864185,-54.39047668,0.0,0.06,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"JLA Infraville Shoppers Ltd","JSHL","",1.83667,2.83,45.91675,-24.16787608,0.0,0.82,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0,0.0
"Madhur Industries Ltd","MADHURIND","Packaged Foods & Meats",1.835398328,4.45,-5.735619774,-44.45935215,0.0,0.38,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Woodsvilla Ltd","WOODSVILA","Hotels, Resorts & Cruise Lines",1.816228,3.02,90.8114,-13.92333886,0.0,0.43,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"RKD Agri & Retail Ltd","RKDAGRRTL","",1.8,3.75,90.0,84.70884472,0.0,0.86,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Anand Projects Ltd","ANANDPROJ","Construction & Engineering",1.7938368,19.2,-0.029797953,-45.25155424,0.0,5.27,-60.12,0.08,0.0,0.0,0.0,0.0,0.0,0,0.0
"Edelweiss ETF-Nifty Bank","EBANK","Equity",1.764929994,4832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Shah Foods Ltd","SHAHFOOD","Packaged Foods & Meats",1.7058625,28.55,-6.318009259,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Ashoka Refineries Ltd","ASHOKRE","Oil & Gas - Refining & Marketing",1.6907443,4.98,9.393023889,159.2012982,0.0,2.34,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Harmony Capital Services Ltd","HRMNYCP","Investment Banking & Brokerage",1.6685004,5.56,-166.85004,-17.39519118,0.0,0.05,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Sree Jayalakshmi Autospin Ltd","SREEJAYA","Commodities Trading",1.6614122,3.71,-13.84510167,-22.03942999,0.0,1.99,-0.12,0.0,0.0,0.0,0.0,0.016770131,0.0,0,0.0
"IDream Film Infrastructure Company Ltd","SOFTBPO","Movies & TV Serials",1.62,108.0,-4.378378378,0.0,0.0,0.01,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Scan Projects Ltd","SCANPRO","Industrial Machinery",1.6176679,5.63,5.777385357,12.88813207,0.0,5.83,0.38,0.1,0.0,0.0,0.0,0.0,0.0,0,0.0
"CES Ltd","CESL","IT Services & Consulting",1.6016,0.44,0.045014053,12.07937912,0.0,400.64,47.12,11.54,0.0,0.0,0.0,0.0,0.0,0,0.0
"Euro Asia Exports Ltd","EUROASIA","Commodities Trading",1.5248736,9.72,76.24368,-17.53189828,0.0,0.37,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Abhishek Infraventures Ltd","ABHIINFRA","Construction & Engineering",1.508819338,2.99,-6.286747242,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Integra Switchgear Ltd","INTEGSW","Electrical Components & Equipments",1.4321552,4.97,-11.93462667,0.0,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Futuristic Securities Ltd","FUTURSEC","Investment Banking & Brokerage",1.409073318,7.23,-140.9073318,-6.885008491,0.0,0.07,-0.02,-0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Sheraton Properties and Finance Ltd","ZSHERAPR","Real Estate",1.3824,11.52,0.546403162,96.88354542,0.0,3.55,3.38,0.85,0.0,0.0,0.0,0.0,0.0,0,0.0
"Valley Magnesite Company Ltd","VALLEY","Conglomerates",1.378324524,13.12,4.05389566,-1.631309609,0.0,0.7,0.53,0.19,0.0,0.0,0.0,0.0,0.0,0,0.0
"Mahan Industries Ltd","MAHANIN","Specialized Finance",1.368,0.38,-8.55,35.09600385,0.0,0.72,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Gretex Industries Ltd","GRETEX","Apparel & Accessories",1.32132,14.3,2.541,40.51325239,0.0,13.42,0.35,-0.17,0.0,0.0,0.0,0.0,0.0,0,0.0
"R R Securities Ltd","RRSECUR","Consumer Finance",1.3128735,4.35,65.643675,9.238846414,0.0,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Jatalia Global Ventures Ltd","JATALIA","IT Services & Consulting",1.296287486,3.33,-0.145486811,-84.602649,0.0,0.04,-8.78,0.13,0.0,0.0,0.0,0.0,0.0,0,0.0
"Elitecon International Ltd","ELITECON","",1.2705,10.5,2.823333333,98.08882134,0.0,19.52,0.59,0.14,0.0,0.0,0.0,0.0,0.0,0,0.0
"Indoworth Holdings Ltd","UNIWSEC","Commodities Trading",1.251024,10.05,125.1024,-29.49719221,0.0,0.27,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Justride Enterprises Ltd","JRELTD","Cycles",1.20946436,8.21,-20.15773933,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Sindu Valley Technologies Ltd","SINDUVA","Business Support Services",1.197,17.1,-5.985,0.0,0.0,0.0,-0.19,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Swadeshi Industries and Leasing Ltd","SWADEIN","Plastic Products",1.189318947,1.05,-1.382929008,-57.37324944,0.0,0.37,-0.86,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Bhudevi Infra Projects Ltd","BHUDEVI","",1.187957839,2.71,5.939789196,69.52182031,0.0,0.28,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Aneri Fincap Ltd","ANERI","Specialized Finance",1.180484516,3.75,-0.230563382,-20.14954357,0.0,6.34,-5.12,0.0,0.0,0.0,0.0,-3.32e-05,0.0,0,0.0
"Fischer Chemic Ltd","FISCHER","Commodity Chemicals",1.172393776,71.6,-4.884974067,0.0,0.0,0.0,-0.2,0.04,0.0,0.0,0.0,0.0,0.0,0,0.0
"TMT (India) Ltd","TMTIND-B1","Agro Products",1.1443278,2.31,-0.986489483,33.87321436,0.0,0.43,-1.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Hind Commerce Ltd","HCLTD","Commodities Trading",1.143,3.81,1.705970149,-21.07914357,0.0,1.39,0.77,0.1,0.0,0.0,0.0,0.0,0.0,0,0.0
"Khyati Multimedia Entertainment Ltd","KHYATI","Software Services",1.133396272,1.05,-14.16745339,0.0,0.0,0.24,-0.11,-0.03,0.0,0.0,0.0,0.0,0.0,0,0.0
"Fourth Generation Information Systems Ltd","4THGEN","IT Services & Consulting",1.11763396,3.15,-15.96619942,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Chandrima Mercantiles Ltd","CHANDRIMA","Precious Metals, Jewellery & Watches",1.085150165,4.87,54.25750824,49.20857105,0.0,19.82,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Bansal Multiflex Ltd","BANSAL","Textiles",1.073321102,1.95,0.772173455,0.0,0.0,47.18,1.95,0.56,0.0,0.0,0.0,0.0,0.0,0,0.0
"AAR Shyam India Investment Company Ltd","AARSHYAM","Investment Banking & Brokerage",1.056,3.52,21.12,-27.52203363,0.0,0.24,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Oswal Leasing Ltd","OSWALEA","Investment Banking & Brokerage",1.0075,21.15,-100.75,-2.635281938,0.0,0.14,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Transglobe Foods Ltd","TRANSFD","FMCG - Foods",0.984561525,67.95,-49.22807625,-36.00352298,0.0,0.19,0.02,0.04,0.0,0.023465268,0.0,0.0,0.0,0,0.0
"Speedage Commercials Ltd","ZSPEEDCO","Diversified Chemicals",0.929031033,9.5,0.516128352,95.79944251,0.0,2.59,2.42,0.62,0.0,0.0,0.0,0.0,0.0,0,0.0
"Tridev Infraestates Ltd","ASHUTPM","",0.900009115,1.44,90.00091146,0.85482523,0.0,0.24,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Shaw Construction Pvt Ltd","SHAHCON","Construction & Engineering",0.8884875,55.1,-0.216704268,-9.954017442,0.0,2.96,-4.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Gold Rock Investments Ltd","ZGOLDINV","Investment Banking & Brokerage",0.864606573,11.02,0.613196151,-8.864948932,0.0,3.42,2.23,0.82,0.0,0.0,0.0,0.0,0.0,0,0.0
"Omkar Overseas Ltd","OMKAR","Textiles",0.779570301,1.63,-0.207332527,-3.486865049,0.0,1.03,-3.76,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Kedia Construction Co Ltd","KEDIACN","Business Support Services",0.7335,4.89,10.47857143,8.825051008,0.0,0.29,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0,0.0
"Master Chemicals Ltd","MASCH","Precious Metals, Jewellery & Watches",0.7252,29.6,-3.296363636,0.0,0.0,0.0,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Stellant Securities (India) Ltd","STELLANT","Investment Banking & Brokerage",0.65754624,8.88,-21.918208,-64.07004231,0.0,0.03,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Silveroak Commercials Ltd","SILVERO","Construction & Engineering",0.648642468,2.35,-0.082735009,18.65579974,0.0,4.61,-7.68,0.16,0.0,0.0,0.0,0.0,0.0,0,0.0
"ICICI Prudential Nifty 200 Momentum 30 ETF","ICICIMOM30","Equity",0.628616044,20.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Suryakrupa Finance Ltd","SURYAKR","Consumer Finance",0.603,6.03,2.319230769,0.0,0.0,9.18,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Ridhi Synthetics Ltd","RIDHISYN","Real Estate",0.494022,4.11,0.625344304,17.0541988,0.0,1.78,1.14,0.35,0.0,0.0,0.0,0.0,0.0,0,0.0
"Yash Trading and Finance Ltd","YASTF","Specialized Finance",0.432425,17.65,-4.804722222,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Indsoya Ltd","INDSOYA","",0.364,9.1,5.2,83.40181118,0.0,2.49,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0
"Sagar Soya Products Ltd","SAGRSOY-B","Packaged Foods & Meats",0.35695248,0.61,0.728474449,-1.888150427,0.0,0.8,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Sunrise Industrial Traders Ltd","SUNRINV","Diversified Financials",0.356785,7.15,0.127423214,-0.969175163,0.0,5.01,3.56,0.76,0.0,0.0,0.0,0.0,0.0,0,0.0
"Magnanimous Trade & Finance Ltd","MAGANTR","Investment Banking & Brokerage",0.348237288,3.66,2.4874092,-2.706716145,0.0,0.68,0.19,0.05,0.0,0.0,0.0,0.0,0.0,0,0.0
"Nirbhay Colours India Ltd","PARTIND","Textiles",0.335,1.0,-1.196428571,-21.30107092,0.0,0.16,-0.25,0.03,0.0,0.0,0.0,0.0,0.0,0,0.0
"Jupiter Industries and Leasing Ltd","JPTRLES","Specialized Finance",0.314,3.14,-4.485714286,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"India Radiators Ltd","INRADIA","Auto Parts",0.3006,3.34,0.061346939,197.4891866,0.0,9.32,7.12,2.22,0.0,0.0,0.0,0.0,0.0,0,0.0
"People's Investment Ltd","PEOPLIN","Diversified Financials",0.267753629,13.35,1.93e+16,11.84269147,0.0,0.07,1.39e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Southern Gas Ltd","ZSOUTGAS","Gas Distribution",0.26595,118.2,0.098866171,7.232715389,0.0,42.21,3.93,1.24,0.0,0.0,0.0,0.0,0.0,0,0.0
"Sobhaygya Mercantile Ltd","SOBME","Diversified Financials",0.26496,11.04,0.024175182,347.2958461,0.0,71.62,13.06,2.1,0.0,0.0,0.0,0.0,0.0,0,0.0
"Purity Flexpack Ltd","PURITY","Plastic Products",0.2189736,2.04,0.64404,11.0607918,0.0,104.27,0.61,0.27,0.0,0.0,0.0,0.0,0.0,0,0.0
"Varun Mercantile Ltd","VARUNME","Commodities Trading",0.205176,1.03,6.8392,-7.033281523,0.0,0.25,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0,0.0
"Coromandel Agro Products and Oils Ltd","CORAGRO","Agro Products",0.20382,2.58,0.029929515,15.66237525,0.0,212.46,9.72,2.91,0.0,0.0,0.0,0.0,0.0,0,0.0
"Mirch Technologies (India) Ltd","MIRCH","Industrial Machinery",0.1456,1.91,-0.693333333,-23.56633529,0.0,0.18,-0.14,0.07,0.0,0.0,0.0,-0.7545,0.0,0,0.0
"Kusam Electrical Industries Ltd","KUSUMEL","Electrical Components & Equipments",0.12432,5.18,0.126857143,13.9465368,0.0,6.8,1.28,0.3,0.0,0.0,0.0,0.0,0.0,0,0.0
"Swastik Safe Deposit and Investments Ltd","ZSWASTSA","Diversified Financials",0.12192,5.08,0.717176471,-30.90048549,0.0,0.46,0.23,0.06,0.0,0.0,0.0,0.0,0.0,0,0.0
"Pervasive Commodities Ltd","PERVASIVE","Electrical Components & Equipments",0.114264,12.0,-5.7132,54.58251838,0.0,11.21,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Viksit Engineering Ltd","VIKSHEN","Iron & Steel",0.105825,4.25,-0.113790323,0.0,0.0,0.0,-0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Anshuni Commercials Ltd","ANSHNCO","Precious Metals, Jewellery & Watches",0.10032,4.18,-2.508,-19.03964008,0.0,0.08,-0.03,0.01,0.0,0.0,0.0,-20.10833333,0.0,0,0.0
"Mrugesh Trading Ltd","MRUTR","Diversified Financials",0.097884604,4.0,-3.262820135,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Frontier Capital Ltd","FRONTCAP","Diversified Financials",0.097524636,3.72,0.117499561,3.60196819,0.0,1.11,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Hindustan Housing Company Ltd","ZHINDHSG","Business Support Services",0.089298,36.9,0.056517722,6.402777446,0.0,5.96,2.08,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0
"Western Ministil Ltd","WMINIMT","Iron & Steel",0.08628744,0.4,-0.663749538,0.0,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,-0.004635669,0.0,0,0.0
"PH Trading Ltd","PHTRADING","Diversified Chemicals",0.0816,1.7,0.582857143,-64.27943157,0.0,0.21,0.08,-0.06,0.0,0.0,0.0,0.0,0.0,0,0.0
"Mercury Trade Links Ltd","MERCTRD","Investment Banking & Brokerage",0.076725,3.1,-0.8525,-38.46411265,0.0,0.03,-0.08,0.01,0.0,0.0,0.0,8.080808081,0.0,0,0.0
"Elcid Investments Ltd","ELCIDIN","Investment Banking & Brokerage",0.0584,2.92,0.000583825,29.54650841,0.0,134.78,131.06,31.03,0.0,0.0,0.0,0.0,0.0,0,0.0
"Antariksh Industries Ltd","ANTARIKSH","Real Estate",0.0268,1.34,0.335,185.4697081,0.0,22.75,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0,0.0
"BHARAT Bond ETF-April 2025-Growth","EBBETF0425","Debt",0.0,1095.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"BHARAT Bond ETF-April 2031-Growth","EBBETF0431","Debt",0.0,1101.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"HDFC Banking ETF","HBANKETF","Equity",0.0,432.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"ICICI Prudential S&P BSE 500 ETF","ICICI500","Equity",0.0,26.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"ICICI Prudential Alpha Low Vol 30 ETF","ICICIALPLV","Equity",0.0,180.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"ICICI Prudential Nifty Bank ETF","ICICIBANKN","Equity",0.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"ICICI Prudential Private Banks ETF","ICICIBANKP","Equity",0.0,217.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"ICICI Prudential Midcap 150 ETF","ICICIM150","Equity",0.0,122.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"ICICI Prudential IT ETF","ICICITECH","Equity",0.0,31.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Indokem Ltd","INDOKEM","Specialty Chemicals",0.0,96.6,0.0,5.973223698,0.0,114.06,2.83,0.0,-0.001849903,0.0,0.0,0.0,0.0,0,0.0
"Kotak NV 20 ETF","KOTAKNV20","Equity",0.0,103.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Lakshmi Electrical Control Systems Ltd","LAKSELEC","Electrical Components & Equipments",0.0,1002.05,0.0,9.565336757,0.0,259.12,20.65,5.16,0.0,0.0,0.0,0.0,0.0,0,0.0
"LIC MF ETF-Nifty 50","LICNETFN50","Equity",0.0,200.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"LIC MF ETF-Nifty 100","LICNFNHGP","Equity",0.0,199.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Mirae Asset Nifty Next 50 ETF","MANXT50","Equity",0.0,435.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Tata Nifty Exchange Traded Fund","NETF","Equity",0.0,194.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Tata Nifty Private Bank Exchange Traded Fund","NPBET","Equity",0.0,221.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"UTI-Nifty Exchange Traded Fund","UTINIFTETF","Equity",0.0,1984.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Data Infrastructure Trust","DATAINFRA","",0.0,0.0,0.0,0.0,0.0,9819.2,547.7,0.8,0.0,0.0,0.0,0.0,0.0,0,0.0
"SBI-ETF Sensex Next 50","SETFSN50","Equity",0.0,523.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"IDFC Sensex ETF","IDFSENSEXE","Equity",0.0,662.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"SBI-ETF BSE 100","SETFBSE100","Equity",0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Nippon India ETF Sensex","SENSEXBEES","Equity",0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"SBI-ETF SENSEX","SBISENSEX","Equity",0.0,669.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"SBI ETF Private Bank","SBIETFPB","Equity",0.0,219.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"SBI ETF IT","SBIETFIT","Equity",0.0,314.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Axis Banking ETF","AXISBNKETF","Equity",0.0,435.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Nippon India ETF Nifty CPSE Bd Plus SDL-2024 Mat","SDL24BEES","Debt",0.0,109.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Mirae Asset ESG Sector Leaders ETF","MAESGETF","Equity",0.0,30.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Motilal Oswal 5 Year G-Sec ETF","MOGSEC","Debt",0.0,50.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"ANG Industries Ltd","ANGIND","",107.6594081,0.0,0.0,-35.89229872,0.0,15.77,-52.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Bhalchandram Clothing Ltd","BHALCHANDR","Textiles",107.6594081,0.0,0.0,-43.81685762,0.0,0.22,-3.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"CKP Products Ltd","CKPPRODUCT","Commodities Trading",107.6594081,0.0,0.0,0.0,0.0,249.79,0.89,0.23,0.0,0.0,0.0,0.0,0.0,0,0.0
"Empee Distilleries Ltd","EDL","",107.6594081,0.0,0.0,-40.09506523,0.0,54.59,-67.02,0.0,0.061103048,0.0,0.0,0.0,0.0,0,0.0
"Farmax India Ltd","FARMAXIND","",107.6594081,0.0,0.0,-72.00384722,0.0,0.09,-1.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
